Capricorn 5,Aquarius 5,Pisces 4A,15,34,99
Capricorn 5,Aquarius 5,Pisces 4B,12,30,99
Capricorn 5,Aquarius 4A,Pisces 6,15,99,30
Capricorn 5,Aquarius 4A,Pisces 5,14,99,30
Capricorn 5,Aquarius 4A,Pisces 4A,15,36,34
Capricorn 5,Aquarius 4A,Pisces Alt,12,99,30
Capricorn 5,Aquarius Alt,Pisces 6,13,99,12
Capricorn 5,Aquarius Alt,Pisces 5,12,99,12
Capricorn 5,Aquarius Alt,Pisces 4A,13,22,22
Capricorn 5,Aquarius Alt,Pisces Alt,10,99,12
Capricorn 4A,Aquarius Alt,Pisces 6,12,28,28
Capricorn 4A,Aquarius Alt,Pisces 5,11,28,26
Capricorn 4A,Aquarius Alt,Pisces Alt,9,20,18
Capricorn 4B,Aquarius Alt,Pisces 6,12,26,99
Capricorn 4B,Aquarius Alt,Pisces 5,11,26,99
Capricorn 4B,Aquarius Alt,Pisces Alt,9,18,99
Capricorn Alt,Aquarius Alt,Pisces 6,11,28,99
Capricorn Alt,Aquarius Alt,Pisces 5,10,28,99
Capricorn Alt,Aquarius Alt,Pisces Alt,8,20,99
Capricorn 5,Aquarius 5,Taurus 5,14,34,99
Capricorn 5,Aquarius 5,Taurus 4A,15,30,99
Capricorn 5,Aquarius 5,Taurus Alt,14,30,99
Capricorn 5,Aquarius 4A,Taurus 5,14,36,32
Capricorn 5,Aquarius 4A,Taurus 4A,15,28,36
Capricorn 5,Aquarius 4A,Taurus Alt,14,32,36
Capricorn 5,Aquarius Alt,Taurus 5,12,20,20
Capricorn 5,Aquarius Alt,Taurus 4A,13,20,20
Capricorn 5,Aquarius Alt,Taurus Alt,12,24,24
Capricorn 4A,Aquarius Alt,Taurus 6,10,10,12
Capricorn 5,Aquarius 6,Gemini 4A,14,20,20
Capricorn 5,Aquarius 5,Gemini 6,14,28,99
Capricorn 5,Aquarius 5,Gemini 4A,15,32,99
Capricorn 5,Aquarius 4A,Gemini 6,14,28,32
Capricorn 5,Aquarius 4A,Gemini 4A,15,22,24
