Capricorn 6,Aquarius 6,Pisces 6,14,14,14
Capricorn 6,Aquarius 6,Pisces 5,13,12,14
Capricorn 6,Aquarius 6,Pisces 4A,14,11,12
Capricorn 6,Aquarius 6,Pisces 4B,11,11,12
Capricorn 6,Aquarius 6,Pisces Alt,11,10,12
Capricorn 6,Aquarius 5,Pisces 6,15,21,19
Capricorn 6,Aquarius 5,Pisces 5,14,18,16
Capricorn 6,Aquarius 5,Pisces 4A,15,16,18
Capricorn 6,Aquarius 5,Pisces 4B,12,16,18
Capricorn 6,Aquarius 5,Pisces Alt,12,16,14
Capricorn 6,Aquarius 4A,Pisces 6,15,21,19
Capricorn 6,Aquarius 4A,Pisces 5,14,18,18
Capricorn 6,Aquarius 4A,Pisces 4A,15,13,12
Capricorn 6,Aquarius 4A,Pisces 4B,12,12,12
Capricorn 6,Aquarius 4A,Pisces Alt,12,16,16
Capricorn 6,Aquarius 4B,Pisces 6,13,20,19
Capricorn 6,Aquarius 4B,Pisces 5,12,18,18
Capricorn 6,Aquarius 4B,Pisces 4A,13,18,18
Capricorn 6,Aquarius 4B,Pisces 4B,10,11,12
Capricorn 6,Aquarius 4B,Pisces Alt,10,16,16
Capricorn 6,Aquarius Alt,Pisces 6,13,14,13
Capricorn 6,Aquarius Alt,Pisces 5,12,12,14
Capricorn 6,Aquarius Alt,Pisces 4A,13,10,12
Capricorn 6,Aquarius Alt,Pisces 4B,10,10,12
Capricorn 6,Aquarius Alt,Pisces Alt,10,10,12
Capricorn 5,Aquarius 6,Pisces 6,14,17,19
Capricorn 5,Aquarius 6,Pisces 5,13,15,15
Capricorn 5,Aquarius 6,Pisces 4A,14,13,15
Capricorn 5,Aquarius 6,Pisces 4B,11,16,15
Capricorn 5,Aquarius 6,Pisces Alt,11,13,13
Capricorn 5,Aquarius 5,Pisces 6,15,18,18
Capricorn 5,Aquarius 5,Pisces 5,14,16,15
Capricorn 5,Aquarius 5,Pisces 4A,15,13,15
Capricorn 5,Aquarius 5,Pisces 4B,12,14,12
Capricorn 5,Aquarius 5,Pisces Alt,12,15,13
Capricorn 5,Aquarius 4A,Pisces 6,15,16,14
Capricorn 5,Aquarius 4A,Pisces 5,14,16,14
Capricorn 5,Aquarius 4A,Pisces 4A,15,13,14
Capricorn 5,Aquarius 4A,Pisces 4B,12,11,12
Capricorn 5,Aquarius 4A,Pisces Alt,12,14,12
Capricorn 5,Aquarius 4B,Pisces 6,13,14,12
Capricorn 5,Aquarius 4B,Pisces 5,12,10,10
Capricorn 5,Aquarius 4B,Pisces 4A,13,13,14
Capricorn 5,Aquarius 4B,Pisces 4B,10,10,10
Capricorn 5,Aquarius 4B,Pisces Alt,10,10,10
Capricorn 5,Aquarius Alt,Pisces 6,13,10,6
Capricorn 5,Aquarius Alt,Pisces 5,12,10,6
Capricorn 5,Aquarius Alt,Pisces 4A,13,12,14
Capricorn 5,Aquarius Alt,Pisces 4B,10,10,10
Capricorn 5,Aquarius Alt,Pisces Alt,10,10,6
Capricorn 4A,Aquarius 6,Pisces 6,13,11,11
Capricorn 4A,Aquarius 6,Pisces 5,12,10,10
Capricorn 4A,Aquarius 6,Pisces 4A,13,11,10
Capricorn 4A,Aquarius 6,Pisces 4B,10,11,10
Capricorn 4A,Aquarius 6,Pisces Alt,10,8,8
Capricorn 4A,Aquarius 5,Pisces 6,14,15,14
Capricorn 4A,Aquarius 5,Pisces 5,13,12,12
Capricorn 4A,Aquarius 5,Pisces 4A,14,12,12
Capricorn 4A,Aquarius 5,Pisces 4B,11,12,12
Capricorn 4A,Aquarius 5,Pisces Alt,11,10,10
Capricorn 4A,Aquarius 4A,Pisces 6,14,16,14
Capricorn 4A,Aquarius 4A,Pisces 5,13,12,12
Capricorn 4A,Aquarius 4A,Pisces 4A,14,13,12
Capricorn 4A,Aquarius 4A,Pisces 4B,11,10,12
Capricorn 4A,Aquarius 4A,Pisces Alt,11,10,10
Capricorn 4A,Aquarius 4B,Pisces 6,12,14,14
Capricorn 4A,Aquarius 4B,Pisces 5,11,8,7
Capricorn 4A,Aquarius 4B,Pisces 4A,12,14,14
Capricorn 4A,Aquarius 4B,Pisces 4B,9,11,9
Capricorn 4A,Aquarius 4B,Pisces Alt,9,8,7
Capricorn 4A,Aquarius Alt,Pisces 6,12,10,8
Capricorn 4A,Aquarius Alt,Pisces 5,11,8,8
Capricorn 4A,Aquarius Alt,Pisces 4A,12,8,10
Capricorn 4A,Aquarius Alt,Pisces 4B,9,10,10
Capricorn 4A,Aquarius Alt,Pisces Alt,9,6,8
Capricorn 4B,Aquarius 6,Pisces 6,13,15,15
Capricorn 4B,Aquarius 6,Pisces 5,12,14,13
Capricorn 4B,Aquarius 6,Pisces 4A,13,11,12
Capricorn 4B,Aquarius 6,Pisces 4B,10,13,13
Capricorn 4B,Aquarius 6,Pisces Alt,10,12,11
Capricorn 4B,Aquarius 5,Pisces 6,14,18,18
Capricorn 4B,Aquarius 5,Pisces 5,13,18,18
Capricorn 4B,Aquarius 5,Pisces 4A,14,11,13
Capricorn 4B,Aquarius 5,Pisces 4B,11,11,14
Capricorn 4B,Aquarius 5,Pisces Alt,11,16,16
Capricorn 4B,Aquarius 4A,Pisces 6,14,18,16
Capricorn 4B,Aquarius 4A,Pisces 5,13,18,16
Capricorn 4B,Aquarius 4A,Pisces 4A,14,13,13
Capricorn 4B,Aquarius 4A,Pisces 4B,11,9,9
Capricorn 4B,Aquarius 4A,Pisces Alt,11,16,14
Capricorn 4B,Aquarius 4B,Pisces 6,12,12,13
Capricorn 4B,Aquarius 4B,Pisces 5,11,7,7
Capricorn 4B,Aquarius 4B,Pisces 4A,12,13,11
Capricorn 4B,Aquarius 4B,Pisces 4B,9,9,8
Capricorn 4B,Aquarius 4B,Pisces Alt,9,7,7
Capricorn 4B,Aquarius Alt,Pisces 6,12,8,9
Capricorn 4B,Aquarius Alt,Pisces 5,11,8,8
Capricorn 4B,Aquarius Alt,Pisces 4A,12,11,10
Capricorn 4B,Aquarius Alt,Pisces 4B,9,10,12
Capricorn 4B,Aquarius Alt,Pisces Alt,9,8,8
Capricorn Alt,Aquarius 6,Pisces 6,12,12,11
Capricorn Alt,Aquarius 6,Pisces 5,11,10,12
Capricorn Alt,Aquarius 6,Pisces 4A,12,10,13
Capricorn Alt,Aquarius 6,Pisces 4B,9,12,13
Capricorn Alt,Aquarius 6,Pisces Alt,9,8,10
Capricorn Alt,Aquarius 5,Pisces 6,13,18,18
Capricorn Alt,Aquarius 5,Pisces 5,12,16,16
Capricorn Alt,Aquarius 5,Pisces 4A,13,10,12
Capricorn Alt,Aquarius 5,Pisces 4B,10,10,12
Capricorn Alt,Aquarius 5,Pisces Alt,10,14,14
Capricorn Alt,Aquarius 4A,Pisces 6,13,17,14
Capricorn Alt,Aquarius 4A,Pisces 5,12,18,16
Capricorn Alt,Aquarius 4A,Pisces 4A,13,12,12
Capricorn Alt,Aquarius 4A,Pisces 4B,10,10,9
Capricorn Alt,Aquarius 4A,Pisces Alt,10,16,14
Capricorn Alt,Aquarius 4B,Pisces 6,11,12,12
Capricorn Alt,Aquarius 4B,Pisces 5,10,4,4
Capricorn Alt,Aquarius 4B,Pisces 4A,11,15,10
Capricorn Alt,Aquarius 4B,Pisces 4B,8,9,7
Capricorn Alt,Aquarius 4B,Pisces Alt,8,4,4
Capricorn Alt,Aquarius Alt,Pisces 6,11,4,6
Capricorn Alt,Aquarius Alt,Pisces 5,10,4,4
Capricorn Alt,Aquarius Alt,Pisces 4A,11,10,10
Capricorn Alt,Aquarius Alt,Pisces 4B,8,10,10
Capricorn Alt,Aquarius Alt,Pisces Alt,8,4,4
Capricorn 6,Aquarius 6,Aries 6,14,12,13
Capricorn 6,Aquarius 6,Aries 4A,13,20,21
Capricorn 6,Aquarius 5,Aries 6,15,15,17
Capricorn 6,Aquarius 5,Aries 4A,14,19,21
Capricorn 6,Aquarius 4A,Aries 6,15,15,13
Capricorn 6,Aquarius 4A,Aries 4A,14,16,12
Capricorn 6,Aquarius 4B,Aries 6,13,18,17
Capricorn 6,Aquarius 4B,Aries 4A,12,14,11
Capricorn 6,Aquarius Alt,Aries 6,13,11,13
